evaluation_split,noise_case,feature_case,model_name,source_name,count,mae_k,bias_k,rmse_k,lower_layer_temperature_std,lower_layer_temperature_range,mean_baseline_rmse_k,target_std_k,target_range_k,normalized_rmse,rmse_reduction_vs_baseline_pct
synthetic_stress_test,baseline_nedt,drop_50_3,ridge_regression,synthetic_profiles,3,1.474751139364135,-1.0132372969750918,1.7021074903399078,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,0.13426302631046716,86.57960103291006
synthetic_stress_test,baseline_nedt,drop_52_8,linear_regression,synthetic_profiles,3,2.929374707977748,1.1022984165373373,3.0124946562963957,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,0.23762697220590542,76.24775144744204
synthetic_stress_test,baseline_nedt,drop_52_8,mean_baseline,synthetic_profiles,3,11.668567327216826,-0.3760723520208747,12.68298725331405,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,1.0004399022690198,0.0
synthetic_stress_test,baseline_nedt,drop_52_8,ridge_regression,synthetic_profiles,3,1.2751018351729233,0.051976811782329456,1.3886310813427742,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,0.10953586214030776,89.05123017465837
synthetic_stress_test,baseline_nedt,drop_54_4,linear_regression,synthetic_profiles,3,2.141994647406326,-1.646030756731496,2.4459620103161104,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,0.19293861498717318,80.71462218274338
synthetic_stress_test,baseline_nedt,drop_54_4,mean_baseline,synthetic_profiles,3,11.668567327216826,-0.3760723520208747,12.68298725331405,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,1.0004399022690198,0.0
synthetic_stress_test,baseline_nedt,drop_54_4,ridge_regression,synthetic_profiles,3,1.601536667843997,-1.4135578938227316,1.9081622648808778,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,0.15051672225658327,84.95494612767763
synthetic_stress_test,baseline_nedt,full_3channel,linear_regression,synthetic_profiles,3,0.691568583359583,0.3453050361291427,0.7383348128667128,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,0.05824019162624154,94.17854171008658
synthetic_stress_test,baseline_nedt,full_3channel,mean_baseline,synthetic_profiles,3,11.668567327216826,-0.3760723520208747,12.68298725331405,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,1.0004399022690198,0.0
synthetic_stress_test,baseline_nedt,full_3channel,ridge_regression,synthetic_profiles,3,0.4912753262117917,-0.02929615132281545,0.5383933302219199,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,0.04246871497318317,95.75499588962184
synthetic_stress_test,degraded_nedt,drop_50_3,linear_regression,synthetic_profiles,3,2.236020795511687,-0.9588471659050507,2.527359040611032,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,0.19935925039481042,80.07284096299445
synthetic_stress_test,degraded_nedt,drop_50_3,mean_baseline,synthetic_profiles,3,11.668567327216826,-0.3760723520208747,12.68298725331405,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,1.0004399022690198,0.0
synthetic_stress_test,degraded_nedt,drop_50_3,ridge_regression,synthetic_profiles,3,2.8531268183364396,-1.4874277764709707,3.1579494698211583,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,0.24910051519076085,75.10090165078428
synthetic_stress_test,degraded_nedt,drop_52_8,linear_regression,synthetic_profiles,3,1.91253304350181,0.7319256002698656,2.04765232446897,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,0.1615197626913473,83.85512589761595
synthetic_stress_test,degraded_nedt,drop_52_8,mean_baseline,synthetic_profiles,3,11.668567327216826,-0.3760723520208747,12.68298725331405,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,1.0004399022690198,0.0
synthetic_stress_test,degraded_nedt,drop_52_8,ridge_regression,synthetic_profiles,3,0.9446745507824895,0.05672258391340771,1.1015081758994498,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,0.08688747452280396,91.3150730667838
synthetic_stress_test,degraded_nedt,drop_54_4,linear_regression,synthetic_profiles,3,0.9416827582452356,-0.8611385397886693,1.1388483158476732,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,0.08983288203716938,91.02066182751943
synthetic_stress_test,degraded_nedt,drop_54_4,mean_baseline,synthetic_profiles,3,11.668567327216826,-0.3760723520208747,12.68298725331405,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,1.0004399022690198,0.0
synthetic_stress_test,degraded_nedt,drop_54_4,ridge_regression,synthetic_profiles,3,1.2212822862226176,-0.9758461391964678,1.417327620631553,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,0.11179945843573283,88.82497007744601
synthetic_stress_test,degraded_nedt,full_3channel,linear_regression,synthetic_profiles,3,0.8295487180347246,0.42908882967164647,0.8550719942826556,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,0.06744847450426857,93.25811831862224
synthetic_stress_test,degraded_nedt,full_3channel,mean_baseline,synthetic_profiles,3,11.668567327216826,-0.3760723520208747,12.68298725331405,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,1.0004399022690198,0.0
synthetic_stress_test,degraded_nedt,full_3channel,ridge_regression,synthetic_profiles,3,0.13623373478287704,-0.08302818664689464,0.14372057066000135,12.67741043169985,30.0,12.68298725331405,12.67741043169985,30.0,0.011336745105343299,98.86682397616975
