target_name,noise_factor,setup_type,group_name,model_name,n_samples,rmse_k,mae_k,bias_k,target_std_k,normalized_rmse,rmse_reduction_vs_baseline_pct
upper_layer_mean_temperature_k,2.0,source_name,lower_latitude_maritime_2020,ridge_regression,100,0.3057707708126284,0.25141790575144285,0.0006204066187120816,0.324061317612984,0.9435583767446152,6.587720702283583
upper_layer_mean_temperature_k,2.0,source_name,winter_midlatitude_maritime_sample,mean_baseline,80,0.7218569347110927,0.5922586304225949,2.5224267119483555e-14,0.7128337230272038,1.0126582278481016,0.0
upper_layer_mean_temperature_k,2.0,source_name,winter_midlatitude_maritime_sample,linear_regression,80,0.7237289141344948,0.5939876402251667,0.0029802487878793473,0.7128337230272038,1.0152843373641502,-0.2593283147098058
upper_layer_mean_temperature_k,2.0,source_name,winter_midlatitude_maritime_sample,ridge_regression,80,0.723327801699713,0.5936192615812551,0.0029245597848273517,0.7128337230272038,1.0147216361032187,-0.20376156519283928
upper_layer_mean_temperature_k,2.0,source_name_pooled,all_sources_pooled,mean_baseline,240,1.7829855198542681,1.0454691943777834,1.1605531350748303e-14,6.669423297192855,0.2673372854598572,0.0
upper_layer_mean_temperature_k,2.0,source_name_pooled,all_sources_pooled,linear_regression,240,1.6744742651656597,0.9575937408991986,0.0016002350349026528,6.669423297192855,0.2510673247970993,6.0859302265941935
upper_layer_mean_temperature_k,2.0,source_name_pooled,all_sources_pooled,ridge_regression,240,1.6688020946990472,0.9587506232994254,0.0013346480485188531,6.669423297192855,0.25021685089345613,6.404057906457572
lower_layer_mean_temperature_k,3.0,global,all_era5,mean_baseline,240,14.51978531861896,11.904808138337925,-3.647452710235181e-14,14.459286213124718,1.0041841004184098,0.0
lower_layer_mean_temperature_k,3.0,global,all_era5,linear_regression,240,1.7847631958348205,1.4354706731604547,0.0029172454365992214,14.459286213124718,0.12343369994397012,87.70806071391297
lower_layer_mean_temperature_k,3.0,global,all_era5,ridge_regression,240,1.7964803926066544,1.452554682555676,0.003090055528969297,14.459286213124718,0.12424405784124988,87.62736257330886
lower_layer_mean_temperature_k,3.0,source_name,high_latitude_continental_2020,mean_baseline,60,1.9628582456336663,1.6880731119274397,-1.3737159558028604e-14,1.9301439415397743,1.0169491525423715,0.0
lower_layer_mean_temperature_k,3.0,source_name,high_latitude_continental_2020,linear_regression,60,1.1014266629317857,0.8582709470614905,-0.0002837066286498195,1.9301439415397743,0.5706448307959465,43.88659163839853
lower_layer_mean_temperature_k,3.0,source_name,high_latitude_continental_2020,ridge_regression,60,1.0998515958989508,0.8569845083787063,-0.00037253835291342814,1.9301439415397743,0.569828794748615,43.96683518305279
lower_layer_mean_temperature_k,3.0,source_name,lower_latitude_maritime_2020,mean_baseline,100,0.440528023832331,0.33445630930890957,-6.8212102632969615e-15,0.43612274359400777,1.01010101010101,0.0
lower_layer_mean_temperature_k,3.0,source_name,lower_latitude_maritime_2020,linear_regression,100,0.3701567442199772,0.3068925138886965,0.00028331763578364643,0.43612274359400777,0.8487444180727268,15.974302610800017
