target_name,model_name,feature_case,grouping,source_name,n_samples,rmse_k,mae_k,bias_k,target_std_k,normalized_rmse,rmse_reduction_vs_baseline_pct
upper_layer_mean_temperature_k,linear_regression,drop_54_4,source_name,high_latitude_continental_2020,60,3.1455860987851003,2.516877945319474,0.004591885197230757,3.3839812726815155,0.9295518637112589,8.594066735059636
upper_layer_mean_temperature_k,ridge_regression,drop_54_4,source_name,high_latitude_continental_2020,60,3.136820618410377,2.5602443755923887,0.00509569060195408,3.3839812726815155,0.9269615773980673,8.848778222523478
upper_layer_mean_temperature_k,mean_baseline,drop_54_4,source_name,lower_latitude_maritime_2020,100,0.32733466425554114,0.2681760367961877,7.105427357601002e-15,0.324061317612984,1.0101010101010155,0.0
upper_layer_mean_temperature_k,linear_regression,drop_54_4,source_name,lower_latitude_maritime_2020,100,0.29791156752631903,0.24582810483363318,0.000376979191447333,0.324061317612984,0.9193061662549469,8.988689540760742
upper_layer_mean_temperature_k,ridge_regression,drop_54_4,source_name,lower_latitude_maritime_2020,100,0.29784036407328596,0.24575808183578318,0.00036628325413232685,0.324061317612984,0.9190864440938523,9.010442034709099
upper_layer_mean_temperature_k,mean_baseline,drop_54_4,source_name,winter_midlatitude_maritime_sample,80,0.7218569347110927,0.5922586304225949,2.5224267119483555e-14,0.7128337230272038,1.0126582278481016,0.0
upper_layer_mean_temperature_k,linear_regression,drop_54_4,source_name,winter_midlatitude_maritime_sample,80,0.7014798012859684,0.5655058923853865,-0.0014029368551838673,0.7128337230272038,0.9840721315862857,2.8228770058543184
upper_layer_mean_temperature_k,ridge_regression,drop_54_4,source_name,winter_midlatitude_maritime_sample,80,0.7011660935940888,0.5658839340142446,-0.0014032938857209132,0.7128337230272038,0.9836320462175022,2.866335436021683
upper_layer_mean_temperature_k,mean_baseline,drop_54_4,source_name_pooled,,240,1.7829855198542681,1.0454691943777834,1.1605531350748303e-14,6.669423297192855,0.2673372854598572,0.0
upper_layer_mean_temperature_k,linear_regression,drop_54_4,source_name_pooled,,240,1.6354456036859635,0.9201498274723445,0.0008374003440161222,6.669423297192855,0.2452154452955953,8.274880223388681
upper_layer_mean_temperature_k,ridge_regression,drop_54_4,source_name_pooled,,240,1.6311808287207636,0.9310882726677551,0.0009587760444700184,6.669423297192855,0.24457599346068254,8.514073134251376
